Rooms,Bathroom,Car,Landsize,Lattitude,Longtitude
4,2.0,2.0,593.598993361392,-37.62688,145.03194
4,2.0,2.0,593.598993361392,-37.858540000000005,145.22399
4,2.0,2.0,785.0,-37.86343,145.18542
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
1,1.0,0.0,917.0,-37.8338,145.0545
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
1,1.0,1.0,607.0,-37.8328,144.9866
3,1.0,2.0,532.0,-37.7536,144.9216
2,1.0,2.0,4655.0,-37.847,144.9936
4,2.0,2.0,319.0,-37.8244,145.0044
3,1.0,2.0,604.0,-37.77685,145.08839
3,2.0,2.0,593.598993361392,-37.71359,145.1226
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,669.0,-37.97571,145.24913999999998
4,2.0,2.0,697.0,-37.922990000000006,145.0123
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.793040000000005,145.1421
4,2.0,2.0,651.0,-37.69477,144.75519
3,1.0,2.0,265.0,-37.7705,145.1152
3,1.0,1.0,607.0,-37.73129,144.86556000000002
2,1.0,1.0,264.0,-37.8864,145.0561
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,2.0,239.0,-37.8442,145.0942
4,3.0,2.0,420.0,-37.94008,145.00808999999998
4,2.0,2.0,593.598993361392,-37.71437,145.16531
3,2.0,2.0,475.0,-37.73438,144.99701000000002
4,2.0,2.0,300.0,-37.7296,144.97988
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,278.0,-37.857,144.8906
4,2.0,2.0,649.0,-37.8397,145.0622
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,310.0,-37.80635,145.1841
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,3.0,535.0,-37.8279,144.8379
3,2.0,2.0,593.598993361392,-37.61821,145.10505
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,3.0,538.0,-37.9832,145.1707
3,1.0,4.0,593.598993361392,-37.93003,145.06906
3,2.0,2.0,336.0,-37.8373,145.0467
5,3.0,3.0,965.0,-37.8263,145.0866
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,312.0,-37.7587,144.99966
2,1.0,1.0,697.0,-37.8875,145.0676
3,1.0,2.0,543.0,-37.791579999999996,144.79815
4,3.0,3.0,473.0,-37.75922,145.05555
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,1.0,665.0,-37.8107,144.8666
4,2.0,3.0,593.598993361392,-37.92926,145.10034
3,4.0,2.0,565.0,-37.8448,145.0123
3,2.0,1.0,336.0,-37.8074,145.0318
3,2.0,4.0,805.0,-37.708,144.9211
3,1.0,1.0,440.0,-37.74542,144.91824
4,2.0,2.0,569.0,-37.7654,144.8655
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.89393,144.7345
3,1.0,2.0,255.0,-37.8038,144.8679
3,1.0,2.0,539.0,-37.972229999999996,145.07895
4,4.0,2.0,431.0,-37.74667,144.89924
3,1.0,1.0,530.0,-37.9248,145.1067
4,2.0,2.0,545.0,-37.9002,145.0773
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,605.0,-37.8101,145.21697
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,696.0,-37.8742,145.0699
4,3.0,1.0,252.0,-37.8393,144.8568
2,1.0,1.0,319.0,-37.7469,144.9695
3,2.0,2.0,593.598993361392,-37.79356,145.05364
3,2.0,2.0,239.0,-37.77323,145.18028999999999
5,2.0,2.0,981.0,-37.8058,145.0627
3,1.0,2.0,630.0,-37.6822,144.9108
2,2.0,1.0,593.598993361392,-37.74778,144.91196000000002
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.0,3.0,635.0,-37.7205,145.0165
4,3.0,2.0,593.598993361392,-37.95115,145.01922
3,2.0,2.0,585.0,-37.7358,145.0546
3,2.0,2.0,593.598993361392,-37.777409999999996,144.8544
3,1.0,0.0,464.0,-37.7301,144.9487
4,3.0,2.0,716.0,-37.90502,144.99152
3,1.0,2.0,766.0,-37.698209999999996,145.08995
3,2.0,4.0,429.0,-37.8511,145.0325
2,1.0,1.0,3084.0,-37.8414,145.0505
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,1040.0,-37.926140000000004,145.11713
3,1.0,1.0,213.0,-37.7729,144.9724
5,3.0,2.0,537.0,-37.93759,145.10028
3,1.0,2.0,412.0,-37.85324,144.89958000000001
3,2.0,2.0,716.0,-37.64206,145.03703000000002
5,3.0,4.0,593.598993361392,-37.815,145.12687
4,1.0,1.7288453442535114,629.0,-37.852920000000005,145.13868
3,2.0,1.0,396.0,-37.8728,145.0394
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,3.0,602.0,-37.7144,144.9737
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.9334,145.0589
2,1.0,2.0,945.0,-37.8308,145.0508
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,0.0,243.0,-37.8198,145.0245
3,1.0,1.0,599.0,-37.95259,145.08053999999998
4,2.0,2.0,491.0,-37.873540000000006,145.0406
3,2.0,1.0,395.0,-37.7771,145.036
3,1.0,1.0,217.0,-37.8592,145.0182
3,2.0,2.0,319.0,-37.60044,145.12161
4,1.0,1.0,396.0,-37.7361,145.0093
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,3.0,593.598993361392,-37.839529999999996,144.99039
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.765859999999996,145.16572
3,1.0,1.0,702.0,-37.7922,145.0518
3,2.0,1.0,349.0,-37.933,145.0623
3,2.0,1.0,465.0,-37.7471,144.9877
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,2.0,393.0,-37.9113,145.0847
4,2.0,1.0,642.0,-37.88512,145.04554
3,1.0,2.0,593.598993361392,-37.8808,145.0759
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,2.0,858.0,-37.89287,145.21683000000002
4,1.0,3.0,636.0,-37.819309999999994,145.04107
4,2.0,4.0,788.0,-37.68974,144.75225
4,1.0,2.0,735.0,-37.66088,145.0113
2,2.0,1.0,4230.0,-37.8157,144.9727
4,2.0,2.0,593.598993361392,-37.77163,145.09695
4,2.0,2.0,638.0,-37.86038,145.06706
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,602.0,-37.7049,144.57315
3,2.0,3.0,593.598993361392,-37.7666,144.9386
3,1.0,1.0,534.0,-37.7215,144.951
3,2.0,2.0,448.0,-37.5821,144.90751
4,2.0,2.0,639.0,-37.8789,145.24262
3,2.0,2.0,727.0,-37.70559,145.13446000000002
2,1.0,1.0,593.598993361392,-37.93952,145.00006000000002
4,2.0,2.0,630.0,-37.8786,144.65481
4,2.0,2.0,657.0,-37.8602,144.71254
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.903529999999996,144.73379
4,2.0,2.0,595.0,-37.7622,144.79539
3,1.0,1.0,595.0,-37.66648,144.93399
3,1.0,1.0,695.0,-37.68489,144.93169
2,2.0,1.0,593.598993361392,-37.7973,144.8913
3,2.0,1.0,585.0,-37.75374,144.88932
3,1.0,1.0,268.0,-37.8128,145.0174
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,0.0,286.0,-37.8532,144.9998
3,1.0,4.0,593.598993361392,-37.95962,145.14489
4,2.0,2.0,664.0,-37.9029,144.9895
2,1.0,1.0,916.0,-37.7502,144.9065
2,1.0,1.0,219.0,-37.7928,144.9993
3,1.0,1.0,882.0,-37.81281,145.14308
3,1.0,1.0,508.0,-37.85265,144.89376000000001
3,3.0,4.0,283.0,-37.858000000000004,145.0351
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,2193.0,-37.7813,144.9578
4,1.0,2.0,773.0,-37.792590000000004,145.22801
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,288.0,-37.8801,145.1051
4,2.0,2.0,612.0,-37.74375,144.87487
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,663.0,-37.80708,145.07156
2,1.0,0.0,219.0,-37.8424,144.9867
3,1.0,1.0,581.0,-37.7399,145.0228
3,1.0,1.0,213.0,-37.766,145.0039
3,2.0,4.0,300.0,-37.8389,144.92700000000002
3,1.0,2.0,581.0,-37.7536,145.0191
2,1.0,1.0,566.0,-37.7839,144.8524
4,4.0,2.0,327.0,-37.86032,145.11546
3,1.0,1.7288453442535114,228.0,-37.852959999999996,144.89463
3,1.0,1.0,766.0,-37.7388,144.9006
5,2.0,2.0,1007.0,-37.721959999999996,145.1134
4,4.0,0.0,225.0,-37.80209,144.97443
2,1.0,1.0,593.598993361392,-37.74758,144.79697
4,2.0,2.0,601.0,-37.66773,145.1824
4,3.0,3.0,593.598993361392,-37.65428,144.89077
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.83743,144.95083
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,750.0,-37.90092,145.04924
3,1.0,1.0,300.0,-37.81156,145.14057
4,1.0,2.0,650.0,-37.778,145.0913
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,244.0,-37.820170000000005,144.84904
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,700.0,-37.7322,144.8722
3,2.0,1.0,302.0,-37.86738,144.71851
4,2.0,1.0,436.0,-37.80088,145.066
3,1.0,2.0,744.0,-37.72104,144.80801
5,1.0,0.0,333.0,-37.8474,145.0063
2,1.0,1.0,593.598993361392,-38.0439,145.1248
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,610.0,-37.95629,145.06031000000002
3,1.0,1.0,586.0,-37.840540000000004,145.17967
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,581.0,-37.98081,145.26047
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.0,2.0,718.0,-37.801109999999994,145.1829
3,1.0,3.0,738.0,-37.826,144.8769
4,2.0,3.0,648.0,-37.73247,144.87241
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,748.0,-37.9265,145.19758000000002
2,1.0,1.0,593.598993361392,-37.8966,145.05906000000002
3,2.0,1.0,307.0,-37.726490000000005,144.88488999999998
4,3.0,2.0,734.0,-37.75175,144.90572
3,1.0,2.0,577.0,-37.7494,145.0703
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,1.7288453442535114,632.0,-37.930240000000005,145.11725
4,1.0,1.0,327.0,-37.84118,144.95023
3,2.0,1.7288453442535114,203.0,-37.79435,144.92591000000002
3,1.0,2.0,574.0,-37.6958,145.0177
3,1.0,1.0,422.0,-37.70425,144.93164
3,1.0,1.0,585.0,-37.967,145.2032
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,552.0,-37.7285,145.0851
3,2.0,2.0,202.0,-37.836999999999996,144.9585
4,1.0,1.0,676.0,-37.86223,145.08696
4,2.0,2.0,210.0,-37.88183,145.09891000000002
4,2.0,2.0,662.0,-37.78475,145.0803
2,1.0,2.0,593.598993361392,-37.73433,144.99806999999998
5,3.0,3.0,681.0,-37.72565,144.94953999999998
4,2.0,2.0,353.0,-37.7214,144.9246
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,697.0,-37.8044,145.0853
4,2.0,2.0,680.0,-37.612359999999995,144.90753
5,3.0,4.0,1057.0,-37.8258,145.1701
4,3.0,2.0,650.0,-37.7437,145.0873
3,2.0,2.0,540.0,-37.7174,144.941
4,2.0,2.0,790.0,-37.8634,145.19143
3,1.0,3.0,619.0,-37.735859999999995,145.04908
3,2.0,2.0,593.598993361392,-37.6958,144.5773
4,3.0,4.0,708.0,-37.8923,145.0177
3,1.0,3.0,401.0,-37.8471,145.05100000000002
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,4.0,640.0,-37.6986,144.9243
2,2.0,1.0,533.0,-37.79443,144.99944
5,2.0,3.0,514.0,-37.714,145.0385
4,1.0,1.0,465.0,-37.7126,145.03
3,2.0,1.0,313.0,-37.74214,144.86965
4,2.0,2.0,345.0,-37.99406,145.0927
4,2.0,3.0,696.0,-37.8711,145.0746
4,2.0,2.0,665.0,-37.713640000000005,145.10738
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,898.0,-37.9003,145.0634
3,2.0,1.0,213.0,-37.7631,144.9073
1,1.0,1.0,593.598993361392,-37.758829999999996,145.06391000000002
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.0,1.0,593.598993361392,-37.6725,144.9192
3,2.0,2.0,736.0,-37.82952,145.09955
4,2.0,2.0,752.0,-37.8162,145.0994
3,2.0,2.0,647.0,-37.74752,144.87089
2,1.0,1.0,593.598993361392,-37.8425,144.95623999999998
3,2.0,2.0,593.598993361392,-38.09397,145.19034
4,2.0,1.0,317.0,-37.741040000000005,144.88519
3,1.0,1.0,567.0,-37.98121,145.07717
3,1.0,1.0,593.598993361392,-37.83297,145.09895
3,1.0,1.0,593.598993361392,-38.12229,145.16683
4,2.0,3.0,593.598993361392,-37.92885,145.06422
2,1.0,1.0,225.0,-37.7663,145.0009
6,3.0,2.0,708.0,-37.9181,145.04399999999998
3,3.0,3.0,593.598993361392,-37.73272,145.06557
2,1.0,1.0,710.0,-37.8259,145.0483
4,1.0,2.0,626.0,-37.696909999999995,145.04876000000002
4,3.0,2.0,732.0,-37.896,144.9915
4,2.0,2.0,592.0,-37.895920000000004,145.0719
3,2.0,1.0,379.0,-37.81669,145.28136
3,2.0,2.0,454.0,-37.99443,145.0885
4,2.0,2.0,643.0,-37.688340000000004,144.56803
3,2.0,2.0,278.0,-37.8574,145.0496
3,1.0,2.0,580.0,-37.9369,145.0751
4,2.0,2.0,550.0,-37.90945,145.00988999999998
2,1.0,1.0,376.0,-37.7312,145.0587
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,591.0,-37.91089,145.0581
3,1.0,1.0,593.598993361392,-37.66583,144.92558
3,1.0,3.0,593.598993361392,-37.77467,144.8349
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,1036.0,-37.7896,145.1505
3,1.0,2.0,656.0,-37.7373,144.9217
5,3.0,1.0,593.598993361392,-37.84008,144.95976000000002
2,1.0,1.0,593.598993361392,-37.859629999999996,145.0873
4,2.0,2.0,324.0,-37.908879999999996,144.68216999999999
5,2.0,2.0,620.0,-37.71517,145.10849
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,528.0,-37.78774,144.76019
3,1.0,1.7288453442535114,230.0,-37.86916,144.90261999999998
2,1.0,0.0,254.0,-37.8674,145.0355
3,1.0,2.0,496.0,-37.7156,144.9825
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.638940000000005,145.05404
3,2.0,4.0,465.0,-37.87792,144.77918
3,2.0,2.0,593.598993361392,-38.03877,145.11422
3,2.0,2.0,428.0,-37.8167,144.8965
3,1.0,0.0,228.0,-37.8086,144.8953
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,240.0,-37.9353,145.0238
6,3.0,2.0,800.0,-37.977759999999996,145.27613
3,1.0,0.0,781.0,-37.8105,145.20106
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,624.0,-37.761540000000004,145.03146999999998
3,1.0,1.0,864.0,-37.784,145.27006
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,593.598993361392,-37.75696,145.01253
3,1.0,4.0,593.598993361392,-37.87359,145.09545
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,594.0,-37.7214,145.1063
5,3.0,2.0,593.598993361392,-37.88042,145.1314
4,2.0,2.0,593.598993361392,-37.62453,144.93393
4,3.0,2.0,404.0,-37.8462,145.00835
3,2.0,2.0,850.0,-37.8456,145.0865
3,1.0,1.0,248.0,-37.82335,145.11358
3,1.0,1.0,593.598993361392,-37.89103,145.13918999999999
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,1.0,733.0,-37.80278,145.17768999999998
2,1.0,0.0,424.0,-37.80911,144.99338999999998
3,1.0,4.0,802.0,-37.6899,144.87418
4,2.0,2.0,593.598993361392,-37.62488,144.9354
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,3.0,209.0,-37.7172,144.968
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,263.0,-37.7546,144.9713
4,2.0,2.0,593.598993361392,-37.8414,145.1516
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,593.598993361392,-37.68311,145.06785
3,1.0,3.0,560.0,-37.721,144.9885
5,5.0,2.0,761.0,-37.89059,145.12708999999998
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,6.0,593.598993361392,-37.737120000000004,145.08386000000002
3,1.0,1.0,798.0,-37.86677,144.83722
3,1.0,2.0,309.0,-37.7828,145.0154
4,2.0,1.0,266.0,-37.7972,144.8826
2,1.0,2.0,515.0,-37.733270000000005,144.95123999999998
3,1.0,3.0,380.0,-37.711,144.9075
2,2.0,1.0,760.0,-37.825,144.9976
5,3.0,4.0,832.0,-37.8434,145.0707
2,1.0,2.0,593.598993361392,-37.98664,145.22285
4,2.0,2.0,501.0,-37.88643,145.02402
4,2.0,2.0,244.0,-37.8139,144.8741
3,3.0,2.0,307.0,-37.91648,145.04927
3,1.0,1.0,340.0,-37.67803,145.01769
4,3.0,2.0,303.0,-37.91852,145.07436
4,2.0,2.0,662.0,-37.7848,145.0803
3,2.0,2.0,635.0,-37.607009999999995,144.93583
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,259.0,-37.7653,144.9565
3,2.0,2.0,593.598993361392,-37.84839,145.13029
4,4.0,2.0,708.0,-37.8646,145.0673
3,1.0,3.0,860.0,-37.82108,145.05739
3,2.0,2.0,872.0,-37.766,145.3096
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,593.598993361392,-37.6528,144.92241
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,4.0,743.0,-37.94263,145.1575
4,2.0,3.0,593.598993361392,-37.69186,144.92699
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,40500.0,-37.77,145.4147
3,1.0,2.0,586.0,-37.8805,145.0978
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,654.0,-37.9154,144.9933
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,553.0,-37.664320000000004,144.93536
3,1.0,2.0,621.0,-37.7415,145.0084
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.98618,145.05739
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,3.0,604.0,-37.78127,144.79761000000002
3,2.0,2.0,593.598993361392,-37.7859,144.8928
4,2.0,4.0,599.0,-37.923190000000005,145.03368
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.71888,144.57172
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,613.0,-37.930859999999996,145.11073000000002
3,1.0,1.0,580.0,-37.7627,144.862
2,1.0,2.0,593.598993361392,-37.74725,144.98837
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,570.0,-37.69648,144.57923
4,3.0,2.0,607.0,-38.15814,145.11972
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.7324,145.00621999999998
3,1.0,1.0,299.0,-37.89513,144.64056000000002
3,1.0,2.0,600.0,-37.6866,144.9086
4,3.0,3.0,803.0,-37.9146,145.00535
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,4.0,593.598993361392,-37.79773,144.80104
3,2.0,2.0,832.0,-37.8377,145.0541
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,683.0,-37.8594,144.9828
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,553.0,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,897.0,-37.743,144.9258
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.6231,144.9298
3,1.0,0.0,266.0,-37.779309999999995,144.98197
5,3.0,2.0,422.0,-37.57052,144.91898999999998
2,1.0,0.0,589.0,-37.73837,145.04755
3,2.0,3.0,522.0,-37.78419,144.88517
4,2.0,3.0,616.0,-37.84717,145.09062
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,626.0,-37.7421,144.8851
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,593.598993361392,-37.72394,144.86327
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,660.0,-37.99705,145.08763000000002
2,1.0,1.0,593.598993361392,-37.836659999999995,144.98179
8,6.0,4.0,9833.0,-37.906890000000004,145.44326999999998
3,1.0,1.7288453442535114,201.0,-37.821020000000004,145.00978999999998
