Rooms,Bathroom,Car,Landsize,Lattitude,Longtitude
3,1.0,1.0,729.0,-37.86954,145.16429
3,1.0,1.7288453442535114,245.0,-37.85335,145.01698000000002
3,1.0,2.0,240.0,-37.8202,144.8896
3,1.0,2.0,830.0,-37.74103,145.02289
5,3.0,2.0,365.0,-37.778209999999994,145.1569
3,2.0,2.0,593.598993361392,-37.7183,144.7791
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,442.0,-37.7914,144.8812
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,575.0,-37.784459999999996,144.88781
2,1.0,1.7288453442535114,593.598993361392,-37.78188,144.97227
3,2.0,1.0,408.0,-37.76007,144.94888
3,1.0,2.0,593.598993361392,-37.6866,144.9292
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,328.0,-37.83163,144.86828
4,2.0,2.0,791.0,-37.8292,145.3015
3,2.0,2.0,792.0,-37.82809,145.29287
4,2.0,2.0,593.598993361392,-37.854279999999996,144.70592
2,1.0,1.0,1211.0,-37.8644,144.9741
4,2.0,2.0,639.0,-37.88193,145.25019
3,1.0,1.0,575.0,-37.88547,144.65528999999998
4,2.0,2.0,305.0,-37.83093,145.04516999999998
5,4.0,2.0,216.0,-37.7646,144.9826
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,1.0,720.0,-37.9394,145.0408
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,326.0,-37.8921,145.0019
8,3.0,2.0,585.0,-37.697359999999996,145.05283
4,2.0,2.0,593.598993361392,-37.9237,145.1918
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,359.0,-37.7565,144.9906
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,1503.0,-37.70697,145.14105
4,2.0,2.0,350.0,-37.57532,144.91332
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,879.0,-37.97707,145.1722
5,1.0,1.0,584.0,-37.7696,144.9229
4,1.0,2.0,476.0,-37.8201,144.8843
3,2.0,1.0,863.0,-37.653909999999996,145.37389
5,2.0,2.0,512.0,-37.7209,144.85727
3,2.0,2.0,593.598993361392,-37.589929999999995,144.89716
5,3.0,3.0,718.0,-37.76085,144.91046
4,3.0,2.0,661.0,-37.7905,145.1433
3,1.0,2.0,628.0,-37.7295,144.9316
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,2.0,682.0,-37.84315,145.05126
2,1.0,1.0,444.0,-37.8993,145.0046
3,2.0,2.0,480.0,-37.83248,145.16628
6,3.0,2.0,650.0,-37.8534,145.0785
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,372.0,-37.7576,145.0064
4,4.0,2.0,543.0,-37.8144,145.0358
3,1.0,1.0,697.0,-37.7842,144.8175
4,2.0,2.0,558.0,-37.91917,145.08807
4,2.0,4.0,593.598993361392,-37.66976,144.99739
4,1.0,2.0,604.0,-37.6875,144.9102
4,2.0,2.0,593.598993361392,-37.69918,144.74955
2,1.0,1.0,4452.0,-37.8301,144.9924
4,2.0,4.0,991.0,-37.8883,145.0092
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,593.598993361392,-38.05223,145.13943999999998
3,1.0,1.0,586.0,-37.888000000000005,145.0505
3,2.0,3.0,601.0,-37.7524,145.0393
4,2.0,2.0,545.0,-37.8955,144.61192
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.78543,145.0738
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,3.0,646.0,-38.03378,145.2621
3,2.0,2.0,593.598993361392,-37.9053,145.06181
3,1.0,2.0,534.0,-37.658429999999996,145.03091
3,1.0,4.0,562.0,-37.88649,144.62864
3,1.0,1.7288453442535114,326.0,-37.77132,144.91398
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,593.598993361392,-38.087309999999995,145.1259
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.8092,144.9941
5,5.0,3.0,609.0,-37.8064,145.0451
3,2.0,1.0,555.0,-37.7585,145.0568
4,1.0,1.0,355.0,-37.781940000000006,145.01085
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,466.0,-37.57282,144.70553
2,1.0,1.0,593.598993361392,-37.74758,144.79697
4,2.0,2.0,546.0,-37.813,145.0468
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.7288453442535114,593.598993361392,-37.78528,144.9297
3,1.0,1.0,564.0,-37.7445,144.8511
3,1.0,1.0,593.598993361392,-37.75462,144.85896
3,2.0,2.0,296.0,-37.85948,145.08571
3,4.0,2.0,403.0,-37.86609,145.0418
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.9198,145.019
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,3.0,548.0,-37.88349,144.98711
3,2.0,2.0,616.0,-37.91506,145.07121
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.76409,144.9639
4,2.0,2.0,642.0,-37.7988,145.0726
5,3.0,4.0,913.0,-37.863,145.0748
5,3.0,1.0,331.0,-37.883,145.1073
4,2.0,2.0,770.0,-37.7617,145.1065
3,1.0,2.0,785.0,-37.861,145.1005
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,682.0,-37.8132,145.1054
3,1.0,2.0,835.0,-37.8398,145.058
3,2.0,2.0,576.0,-37.88839,145.00243
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
6,4.0,2.0,1416.0,-37.83269,145.03627
3,2.0,1.0,256.0,-37.86292,145.04961
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,4.0,2.0,593.598993361392,-37.83909,145.0933
3,2.0,1.0,276.0,-37.751259999999995,144.89558
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,1255.0,-37.8322,145.1056
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,593.598993361392,-37.8968,145.06335
3,2.0,5.0,931.0,-37.825340000000004,145.29921000000002
5,3.0,3.0,770.0,-37.809670000000004,145.03655
4,3.0,2.0,510.0,-37.871590000000005,145.0795
4,3.0,2.0,339.0,-37.94372,145.04611
2,1.0,1.0,666.0,-37.7992,145.1035
4,2.0,2.0,777.0,-37.967909999999996,145.25993
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,565.0,-37.978609999999996,145.07681000000002
3,2.0,2.0,593.598993361392,-37.666909999999994,144.92026
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,585.0,-37.8274,145.0803
4,2.0,2.0,710.0,-38.16802,145.14348999999999
4,2.0,2.0,592.0,-37.9351,145.0572
3,1.0,1.0,258.0,-37.7906,144.924
3,1.0,2.0,558.0,-37.8791,144.69478999999998
3,1.0,3.0,1100.0,-37.8164,145.12964
3,1.0,1.0,423.0,-37.85155,145.09769
3,2.0,0.0,593.598993361392,-37.73977,144.90967
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.90682,145.11325
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,590.0,-37.98019,145.09049
4,2.0,2.0,299.0,-37.764,144.9454
4,1.0,2.0,778.0,-37.863009999999996,145.11158999999998
4,2.0,2.0,599.0,-38.01468,145.09788999999998
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,310.0,-37.8717,145.0399
3,1.0,0.0,370.0,-37.7916,144.8715
5,3.0,4.0,824.0,-37.9091,145.0245
3,1.0,1.0,724.0,-37.8321,145.23627
2,1.0,1.0,460.0,-37.8173,145.0248
3,2.0,2.0,593.598993361392,-37.75928,144.99707
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,712.0,-37.8174,145.25886
3,2.0,4.0,694.0,-37.8247,145.25108
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.0,1.0,634.0,-37.79333,145.04719
3,2.0,2.0,532.0,-37.62554,144.92006
3,1.0,3.0,531.0,-37.7572,144.76093
3,3.0,2.0,649.0,-37.7501,145.0822
3,3.0,2.0,255.0,-37.7468,144.92033
4,2.0,2.0,570.0,-37.8187,145.0515
3,2.0,1.0,305.0,-37.8372,144.9164
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,626.0,-37.735,145.0921
3,2.0,2.0,241.0,-37.8545,145.0448
2,1.0,2.0,500.0,-37.7346,144.95
3,2.0,2.0,255.0,-37.8192,145.111
4,2.0,2.0,1298.0,-37.81041,145.04226
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,438.0,-37.77451,144.9025
4,2.0,2.0,595.0,-37.94253,145.05911
2,1.0,1.0,593.598993361392,-37.86436,144.97406
3,2.0,2.0,925.0,-37.9119,144.9874
4,2.0,1.0,270.0,-37.7798,144.8659
1,1.0,1.0,782.0,-37.8055,144.9809
4,3.0,1.0,593.598993361392,-37.82082,145.11805
4,3.0,2.0,593.598993361392,-37.92935,145.04323
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,560.0,-37.97738,145.07168000000001
2,1.0,1.0,593.598993361392,-37.74981,145.01341000000002
3,2.0,0.0,327.0,-37.7723,145.0179
3,1.0,2.0,327.0,-37.79034,144.87916
3,1.0,2.0,593.598993361392,-37.6494,145.04147
4,1.0,2.0,593.598993361392,-37.774,145.0246
3,2.0,2.0,353.0,-37.83401,145.17757
4,2.0,2.0,723.0,-37.77005,145.10209
6,3.0,3.0,786.0,-37.826159999999994,145.12748
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,3.0,405.0,-37.7464,144.959
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,593.598993361392,-37.87169,145.22198
4,2.0,2.0,401.0,-37.616659999999996,144.88842
3,1.0,1.0,651.0,-37.7416,144.9204
2,1.0,4.0,524.0,-37.779,144.8832
3,1.0,2.0,746.0,-37.70827,145.03136
4,2.0,2.0,593.598993361392,-37.6198,145.0152
4,2.0,2.0,704.0,-37.856390000000005,145.23536000000001
3,1.0,2.0,658.0,-37.75009,144.89271000000002
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,4.0,1022.0,-37.90811,144.64373
3,2.0,2.0,511.0,-37.95503,145.00794
4,3.0,2.0,593.598993361392,-37.80571,145.15707
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,1350.0,-37.77659,144.91428
3,2.0,4.0,737.0,-37.9332,145.1827
5,2.0,2.0,728.0,-37.88409,145.12368999999998
4,2.0,2.0,1078.0,-37.9263,145.16413
3,2.0,2.0,705.0,-37.859,145.0673
1,1.0,1.0,3516.0,-37.8183,144.9979
3,1.0,2.0,280.0,-37.7183,145.0164
3,1.0,4.0,711.0,-37.83315,145.2026
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,593.598993361392,-37.85351,145.04596999999998
4,2.0,2.0,294.0,-37.8572,145.0015
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,304.0,-38.006440000000005,145.08478
3,1.0,1.0,397.0,-37.9064,145.0291
2,2.0,1.0,934.0,-37.8607,145.0116
3,1.0,2.0,435.0,-37.7638,144.975
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,514.0,-37.60139,144.92488
1,1.0,1.0,593.598993361392,-37.86295,144.97471000000002
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,900.0,-37.764,145.1097
3,2.0,2.0,593.598993361392,-37.832,145.259
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,552.0,-37.68473,145.05606
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,2.0,239.0,-37.8845,144.999
4,3.0,2.0,758.0,-37.95426,145.01283999999998
3,2.0,2.0,575.0,-37.8468,144.8912
2,2.0,1.0,593.598993361392,-37.71006,144.96306
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
1,1.0,1.0,1182.0,-37.85779,144.99863
3,1.0,2.0,622.0,-37.9224,145.0629
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,593.598993361392,-37.62324,144.92128
4,3.0,1.0,593.598993361392,-37.8354,144.8654
3,2.0,1.0,593.598993361392,-37.7472,144.8894
3,1.0,2.0,768.0,-37.8424,145.29433999999998
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,368.0,-37.7341,145.0434
3,2.0,2.0,725.0,-37.874,145.1499
4,1.0,2.0,319.0,-37.7763,144.9549
4,2.0,1.0,621.0,-37.7778,144.9346
2,1.624798167549097,1.7288453442535114,302.0,-37.91151,144.9964
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.73574,145.09368999999998
3,2.0,1.0,230.0,-37.84387,145.00687
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,769.0,-37.9466,145.2109
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,530.0,-37.7058,144.9431
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,2.0,225.0,-37.8285,145.0125
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,4.0,837.0,-37.8756,145.0561
4,2.0,2.0,574.0,-37.63499,144.93409
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,4.0,890.0,-37.70295,145.00277
4,3.0,3.0,665.0,-37.99508,145.07544
5,3.0,2.0,620.0,-37.9785,145.1321
3,1.0,2.0,624.0,-37.7456,145.0397
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,858.0,-37.7442,144.8934
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,631.0,-37.7498,144.8759
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.865159999999996,144.98315
3,1.0,2.0,655.0,-37.92311,145.01345
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,482.0,-37.87631,144.7709
2,1.0,2.0,712.0,-37.7354,145.015
4,2.0,3.0,678.0,-37.708659999999995,145.10368
3,1.0,1.0,233.0,-37.849940000000004,145.0159
1,1.0,0.0,14500.0,-37.8372,144.9963
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,278.0,-37.8544,145.0038
3,1.0,2.0,570.0,-37.7106,144.9491
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,841.0,-37.76923,145.30882
3,1.0,2.0,593.598993361392,-37.879540000000006,145.12282
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,2.0,334.0,-37.749990000000004,144.89622
4,2.0,2.0,778.0,-37.76356,145.04135
3,1.0,0.0,304.0,-37.7642,145.001
4,2.0,2.0,617.0,-37.656209999999994,145.0939
2,1.0,2.0,785.0,-37.934740000000005,145.11918
2,1.0,2.0,593.598993361392,-37.76737,144.97901000000002
4,2.0,2.0,667.0,-37.93764,145.10087
3,2.0,2.0,327.0,-37.82863,145.19506
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,1079.0,-37.82987,145.03421
3,2.0,1.0,888.0,-37.7151,145.1554
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,375.0,-37.79056,144.86898
3,3.0,2.0,255.0,-37.83195,145.04211999999998
3,1.0,1.0,344.0,-37.84259,144.8749
3,1.0,2.0,638.0,-37.980309999999996,145.15497
3,1.0,2.0,583.0,-37.73962,145.05393
4,3.0,2.0,594.0,-37.9029,145.0118
4,2.0,1.0,583.0,-37.70947,144.94664
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,800.0,-37.673790000000004,144.56038999999998
5,3.0,2.0,660.0,-37.8899,145.0911
3,1.0,1.0,620.0,-37.69885,144.93634
4,3.0,2.0,593.598993361392,-37.669959999999996,144.93806999999998
3,1.0,1.0,904.0,-37.82694,145.12465
2,1.0,1.0,646.0,-37.7433,144.891
2,1.0,1.0,593.598993361392,-37.85889,145.01989
5,3.0,2.0,695.0,-37.8326,145.2533
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,292.0,-37.854040000000005,145.01903000000001
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,582.0,-37.74372,144.99635
4,2.0,2.0,673.0,-37.8146,145.0945
2,1.0,1.0,593.598993361392,-37.739509999999996,145.04981
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,611.0,-37.93228,145.07026000000002
5,2.0,2.0,606.0,-37.87628,145.10406
4,2.0,2.0,427.0,-37.8187,144.8771
3,1.0,2.0,321.0,-37.863,145.1105
5,2.0,6.0,731.0,-37.7956,145.1511
4,2.0,2.0,237.0,-37.8507,145.0298
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,697.0,-37.7273,144.917
3,3.0,2.0,405.0,-37.82678,145.16777
1,1.0,1.0,1112.0,-37.86561,145.03602
4,2.0,2.0,590.0,-37.67815,144.58355
4,2.0,4.0,651.0,-37.90296,145.02261000000001
3,2.0,1.0,230.0,-37.7077,145.0211
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,593.598993361392,-38.160309999999996,145.15237
4,2.0,3.0,800.0,-37.870509999999996,144.7141
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,230.0,-37.8124,144.8875
3,1.0,1.0,550.0,-37.68827,145.05667
4,2.0,4.0,768.0,-37.6979,144.9377
4,2.0,2.0,814.0,-37.7859,145.12
3,2.0,4.0,593.598993361392,-37.79433,144.81236
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,613.0,-37.78223,145.08747
5,5.0,2.0,705.0,-37.8932,145.16526000000002
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,640.0,-37.63799,144.92924
3,2.0,2.0,249.0,-37.7609,144.9296
2,1.0,1.0,2120.0,-37.7524,144.9347
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,624.0,-37.66209,145.0374
4,2.0,2.0,705.0,-37.7497,144.9089
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
