Rooms,Bathroom,Car,Landsize,Lattitude,Longtitude
3,2.0,1.0,225.0,-37.8381,144.9329
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.793040000000005,145.1421
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,593.598993361392,-37.80236,144.82533
3,1.0,1.0,835.0,-37.80237,145.23404
4,3.0,2.0,716.0,-37.9181,145.0108
4,2.0,1.0,146699.0,-37.4754,144.513
2,1.0,1.0,310.0,-37.89291,145.15399
4,2.0,2.0,797.0,-37.8783,145.0869
2,2.0,3.0,696.0,-37.78045,144.88521
3,2.0,1.7288453442535114,205.0,-37.79933,144.97932
4,2.0,2.0,723.0,-37.8672,145.0225
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,289.0,-37.7644,144.8657
3,1.0,1.0,560.0,-37.66903,145.05091000000002
3,1.0,3.0,529.0,-37.69485,144.89092
6,3.0,2.0,976.0,-37.7239,144.8735
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,398.0,-37.9381,145.0161
4,3.0,2.0,476.0,-37.61722,145.00066999999999
4,2.0,3.0,929.0,-37.80748,145.0541
3,2.0,2.0,593.598993361392,-37.85178,145.20195
3,1.0,1.0,696.0,-37.7867,144.8109
3,1.0,2.0,658.0,-37.885,145.0466
3,1.0,2.0,321.0,-37.973079999999996,145.21587
4,3.0,3.0,1022.0,-37.77344,145.05687
3,2.0,2.0,517.0,-37.8813,145.0063
2,1.0,1.0,267.0,-37.8021,144.8629
4,2.0,2.0,766.0,-37.9156,145.0301
4,1.0,5.0,650.0,-37.7867,144.8437
1,1.0,1.0,593.598993361392,-37.76722,144.88987
3,2.0,2.0,364.0,-37.80726,144.87576
4,2.0,2.0,500.0,-37.627559999999995,145.03364
3,4.0,2.0,301.0,-37.90432,145.07013
3,2.0,1.0,341.0,-37.7166,144.9104
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,641.0,-37.87811,145.07778000000002
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,593.598993361392,-37.88725,145.05721
4,2.0,2.0,600.0,-38.075829999999996,145.43698
3,2.0,2.0,591.0,-37.8666,145.0883
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,778.0,-37.8875,145.10399999999998
3,2.0,2.0,593.598993361392,-37.68554,145.09172
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,436.0,-37.8618,144.982
3,2.0,2.0,4977.0,-37.7737,144.8816
3,2.0,1.0,848.0,-37.78693,145.16384
3,1.0,1.0,593.598993361392,-37.67719,145.04073
4,2.0,2.0,678.0,-37.7613,145.1047
3,1.0,2.0,584.0,-37.57792,144.70747
4,1.0,2.0,509.0,-37.7261,144.8785
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,939.0,-37.7998,145.0862
3,2.0,1.0,213.0,-37.7631,144.9073
4,2.0,2.0,1324.0,-37.8385,145.0114
3,2.0,2.0,749.0,-37.723209999999995,144.80882
3,1.0,4.0,533.0,-37.6985,144.9778
4,2.0,2.0,593.598993361392,-37.868829999999996,145.10402
3,2.0,2.0,593.598993361392,-37.86939,145.08035
2,1.0,0.0,251.0,-37.76856,144.90577
3,1.0,1.0,585.0,-37.95982,145.17612
4,3.0,2.0,306.0,-37.92893,145.04581000000002
3,1.0,1.7288453442535114,1190.0,-37.71477,145.12135
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,2.0,700.0,-37.7461,144.9173
4,3.0,2.0,827.0,-37.68909,145.14158
3,2.0,2.0,302.0,-37.91355,144.76582
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,2.0,450.0,-37.8618,144.87855
3,2.0,2.0,593.598993361392,-37.86998,145.07978
4,2.0,2.0,763.0,-37.8328,145.0886
5,3.0,2.0,425.0,-37.7302,144.9816
5,3.0,0.0,843.0,-37.904720000000005,145.18854
4,3.0,2.0,224.0,-37.7641,144.8885
3,3.0,2.0,593.598993361392,-37.82006,145.04897
3,1.0,1.0,637.0,-37.97593,145.18931
3,2.0,2.0,680.0,-37.85595,145.14235
3,1.0,1.0,603.0,-37.96318,145.18962
3,1.0,0.0,353.0,-37.8309,144.889
3,1.0,2.0,855.0,-37.7435,144.8753
4,2.0,2.0,593.598993361392,-37.961909999999996,145.04939
4,2.0,2.0,352.0,-37.78154,145.03326
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,624.0,-37.7907,145.0793
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,2.0,418.0,-37.7392,145.0425
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,593.598993361392,-37.7422,144.88982
2,1.0,1.0,1283.0,-37.8359,144.9921
3,1.0,1.0,299.0,-37.75655,144.95859
4,2.0,4.0,632.0,-37.80177,145.02958
3,2.0,2.0,301.0,-37.8386,144.6623
4,2.0,2.0,250.0,-37.82454,144.99792
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,644.0,-37.8964,144.9972
5,2.0,0.0,942.0,-37.7923,145.1029
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,692.0,-37.9412,145.0439
5,3.0,2.0,585.0,-37.756440000000005,145.15528
4,2.0,2.0,954.0,-37.80688,145.04142
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,2.0,687.0,-37.731840000000005,145.07061000000002
3,1.0,2.0,779.0,-37.7292,145.0214
3,1.0,2.0,572.0,-37.95612,145.1494
3,2.0,2.0,593.598993361392,-37.917970000000004,145.00182
6,3.0,4.0,593.598993361392,-37.90957,145.05295
3,1.0,1.0,1218.0,-37.736,144.8886
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,359.0,-37.8789,145.0525
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.0,2.0,718.0,-37.8888,145.07271
2,1.0,1.0,795.0,-37.88351,144.99202
3,1.0,3.0,593.598993361392,-37.77467,144.8349
4,2.0,2.0,542.0,-38.01645,145.1125
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.87535,145.10615
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,0.0,438.0,-37.754,144.92600000000002
4,2.0,2.0,593.598993361392,-37.677209999999995,144.93845
3,1.0,3.0,667.0,-37.7005,144.9185
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,5.0,371.0,-37.7436,144.96200000000002
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,4.0,593.598993361392,-37.61849,144.93058
4,2.0,1.0,373.0,-37.762890000000006,144.95552
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,2.0,677.0,-37.7347,144.9219
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,615.0,-37.967459999999996,145.12788
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,654.0,-37.86722,145.15354
3,1.0,2.0,787.0,-38.10709,145.1744
3,2.0,2.0,591.0,-37.9887,145.0964
3,2.0,2.0,230.0,-37.81653,145.05971
4,3.0,2.0,411.0,-37.7698,145.083
5,2.0,3.0,593.598993361392,-37.73579,144.7634
3,1.0,1.0,372.0,-37.91655,145.26933
3,2.0,2.0,567.0,-37.7236,144.9876
4,2.0,2.0,586.0,-37.866,145.039
3,2.0,1.0,304.0,-37.734559999999995,144.91521
3,1.0,4.0,902.0,-37.8153,144.8796
4,2.0,4.0,615.0,-37.87057,144.83623
4,2.0,2.0,593.598993361392,-37.62453,144.93393
3,2.0,2.0,592.0,-37.96779,145.06894
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,379.0,-37.73999,144.95141
5,2.0,5.0,698.0,-37.66683,145.07751000000002
3,2.0,2.0,655.0,-37.79352,144.84318000000002
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,593.598993361392,-37.841190000000005,144.86677
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,1.0,355.0,-37.7636,144.9872
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,4.0,923.0,-37.83297,145.10195
3,1.0,2.0,690.0,-37.70412,144.93303999999998
4,3.0,1.0,321.0,-37.7424,144.8851
3,2.0,2.0,684.0,-37.721990000000005,144.74578
3,1.0,1.0,269.0,-37.85808,144.89268
4,2.0,2.0,654.0,-37.9292,145.0236
4,2.0,2.0,1826.0,-37.773959999999995,145.18473
3,2.0,2.0,552.0,-37.99013,145.17911999999998
3,2.0,1.0,593.598993361392,-37.8108,145.1964
2,1.0,1.0,542.0,-37.91704,145.01846
4,2.0,2.0,604.0,-37.7619,145.0068
3,1.0,1.0,593.598993361392,-37.6595,145.04721999999998
3,2.0,2.0,593.598993361392,-37.7846,145.3205
4,1.0,3.0,632.0,-37.860240000000005,145.04674
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,633.0,-37.9272,145.0644
3,2.0,2.0,362.0,-37.60995,145.08925
4,2.0,2.0,554.0,-37.898,144.637
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,0.0,230.0,-37.76811,144.96017
3,1.0,2.0,653.0,-37.711420000000004,145.00377
3,2.0,1.0,258.0,-37.9156,145.0879
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,4.0,593.598993361392,-37.74804,144.81958999999998
4,1.0,1.0,593.598993361392,-37.8048,145.05303999999998
3,2.0,2.0,528.0,-37.71046,144.77043
3,1.0,1.0,449.0,-37.818290000000005,144.87201000000002
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,4.0,2.0,584.0,-37.806,145.0915
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,593.598993361392,-37.8672,144.69557
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,615.0,-37.68455,144.73272
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,539.0,-37.972229999999996,145.07895
3,1.0,2.0,689.0,-37.8262,145.1301
4,2.0,2.0,702.0,-37.91075,145.18758
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,3.0,5.0,648.0,-37.8724,144.9767
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,593.598993361392,-37.954240000000006,145.20803
3,1.0,4.0,624.0,-37.66285,145.01628
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,2.0,2.0,593.598993361392,-37.98623,145.04406
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,521.0,-37.8587,145.0358
4,2.0,2.0,659.0,-37.7804,145.1181
4,3.0,2.0,711.0,-37.7887,145.1086
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,711.0,-37.759859999999996,145.03972
3,1.0,1.0,920.0,-37.86252,145.26032
4,2.0,2.0,593.598993361392,-37.6127,145.0134
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,557.0,-37.96877,145.22082
3,4.0,2.0,593.598993361392,-37.8089,145.0404
2,1.0,2.0,597.0,-37.93574,145.06169
2,1.0,1.0,803.0,-37.68333,144.92196
1,1.0,1.0,518.0,-37.8488,144.9996
3,3.0,2.0,649.0,-37.7501,145.0822
4,2.0,2.0,478.0,-37.7725,144.966
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,3.0,766.0,-37.7585,144.9122
4,1.0,0.0,434.0,-37.8185,145.0061
2,1.0,0.0,822.0,-37.8585,144.9854
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,536.0,-37.7403,145.0365
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,359.0,-37.7565,144.9906
6,3.0,2.0,912.0,-37.77,144.9189
1,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,2.0,457.0,-37.817440000000005,144.86547
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,314.0,-37.736129999999996,144.90235
2,1.0,2.0,347.0,-37.89762,145.02297
4,2.0,2.0,338.0,-37.8419,144.9868
3,2.0,2.0,691.0,-37.89946,145.00537
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,273.0,-37.895,145.02200000000002
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,994.0,-37.98718,145.13375
3,2.0,2.0,552.0,-37.63693,145.06482
4,2.0,2.0,789.0,-37.9792,145.035
3,2.0,2.0,323.0,-37.9208,144.9996
3,1.0,2.0,575.0,-37.743159999999996,144.87894
4,2.0,7.0,631.0,-37.62757,144.92313000000001
3,1.0,0.0,217.0,-37.8277,145.0442
2,1.0,1.0,1324.0,-37.83012,145.04751000000002
3,1.0,2.0,658.0,-37.7147,145.0752
2,1.0,1.7288453442535114,593.598993361392,-37.79979,144.99059
4,1.0,1.0,945.0,-37.8522,145.0458
1,1.0,1.0,3516.0,-37.8183,144.9979
2,1.0,1.0,593.598993361392,-37.77605,144.96792
5,2.0,2.0,660.0,-37.7791,145.1328
4,2.0,2.0,830.0,-37.7679,145.0673
4,1.0,2.0,617.0,-37.78176,144.99472
2,1.0,1.7288453442535114,593.598993361392,-37.743179999999995,145.04641999999998
4,2.0,2.0,750.0,-37.64163,144.90493
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,3.0,614.0,-37.740429999999996,144.95909
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,220.0,-37.756,144.8641
3,1.0,1.0,589.0,-37.86007,145.27326000000002
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,4.0,593.598993361392,-37.952490000000004,145.13969
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,5.0,747.0,-37.7956,145.0554
3,2.0,2.0,603.0,-37.90206,145.05598
2,1.0,1.0,405.0,-37.7662,145.0212
3,2.0,2.0,381.0,-37.75629,144.90626
3,2.0,4.0,678.0,-37.9208,145.0126
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,330.0,-37.7524,145.06
3,1.0,2.0,620.0,-37.78311,144.85331000000002
3,1.0,1.0,437.0,-37.7291,145.02100000000002
4,2.0,2.0,706.0,-37.8591,145.0755
3,1.0,2.0,417.0,-37.796440000000004,144.86388
3,2.0,2.0,244.0,-37.6969,144.9299
2,1.0,2.0,525.0,-37.744409999999995,144.98928
3,2.0,2.0,239.0,-37.93248,145.04218999999998
4,2.0,2.0,593.598993361392,-37.8398,145.13957
4,3.0,2.0,444.0,-37.82144,145.09627
3,1.0,1.0,1125.0,-37.90039,145.11123
4,3.0,2.0,217.0,-37.8344,144.8764
3,2.0,2.0,733.0,-37.8353,145.0545
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,697.0,-37.81937,144.84372
2,1.0,1.0,450.0,-37.76121,144.92525
3,1.0,1.0,593.598993361392,-37.82046,145.00883000000002
4,3.0,2.0,523.0,-37.8319,145.0503
4,2.0,2.0,611.0,-37.9289,145.0481
3,2.0,2.0,916.0,-37.8931,145.1557
3,1.0,1.0,661.0,-37.7611,145.1168
3,1.0,2.0,613.0,-37.930859999999996,145.11073000000002
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
6,6.0,2.0,257.0,-37.734809999999996,144.74475
3,1.0,1.0,757.0,-37.7845,144.8088
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,593.598993361392,-37.80764,145.06098
5,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,273.0,-37.81163,145.04394
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,668.0,-37.852270000000004,145.17532
3,2.0,3.0,593.598993361392,-37.582879999999996,144.71156000000002
4,1.0,2.0,1717.0,-37.77595,145.28383
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,593.598993361392,-37.898959999999995,145.03742
3,2.0,1.0,433.0,-37.8449,144.9864
2,2.0,2.0,1523.0,-37.749990000000004,144.91447
3,2.0,1.0,537.0,-37.7591,144.75799999999998
3,1.0,0.0,267.0,-37.80298,144.99934
5,5.0,2.0,811.0,-37.8013,145.028
3,2.0,2.0,292.0,-37.80259,145.09878
2,1.0,1.0,593.598993361392,-37.862770000000005,144.98221999999998
3,1.0,2.0,534.0,-37.8367,144.8425
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,3.0,2.0,851.0,-37.78109,145.13745
3,2.0,2.0,261.0,-37.742,145.065
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
5,2.0,2.0,593.598993361392,-37.9736,145.0455
3,2.0,2.0,308.0,-37.73868,144.7325
3,1.0,0.0,299.0,-37.80125,144.99926000000002
3,1.0,1.0,703.0,-37.9058,145.028
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,593.598993361392,-37.87105,144.68916000000002
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,260.0,-37.8671,144.9001
3,1.0,2.0,420.0,-37.77915,144.88137
3,2.0,2.0,696.0,-37.7841,144.8052
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,2.0,2.0,7746.0,-37.8434,145.0198
3,2.0,2.0,220.0,-37.733940000000004,144.96666000000002
4,1.0,0.0,698.0,-37.7369,144.97914
3,2.0,2.0,593.598993361392,-37.87472,145.17493000000002
4,3.0,2.0,585.0,-37.868,145.03799999999998
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,4.0,615.0,-37.86659,144.69959
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,424.0,-37.8465,145.0743
2,1.0,2.0,228.0,-37.7634,144.9985
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.7714,144.9612
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,3.0,2.0,305.0,-37.8149,144.8942
3,1.0,1.0,697.0,-37.7073,144.9355
5,3.0,3.0,626.0,-37.92427,145.02003
3,2.0,2.0,259.0,-37.9905,145.06999
2,1.0,1.0,206.0,-37.8092,145.0778
3,1.0,1.0,463.0,-37.8137,144.8636
4,1.0,2.0,903.0,-37.9062,145.0263
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,1.0,609.0,-37.77293,145.30819
2,1.0,1.0,593.598993361392,-37.7583,144.94068000000001
2,1.0,2.0,593.598993361392,-37.90495,145.02571
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,281.0,-37.72896,144.88083999999998
1,1.0,1.0,604.0,-37.759809999999995,145.08598999999998
3,1.0,1.0,308.0,-37.69879,144.93354
4,2.0,2.0,593.598993361392,-37.73897,144.76446
2,2.0,2.0,3217.0,-37.7865,144.90081
3,2.0,2.0,313.0,-37.7984,144.9077
4,2.0,2.0,593.598993361392,-37.8048,145.1532
4,2.0,2.0,572.0,-37.77197,144.93026
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.7288453442535114,461.0,-37.81713,145.19953999999998
3,1.0,0.0,396.0,-37.75358,144.98533999999998
4,1.0,2.0,733.0,-37.7587,144.91
3,2.0,3.0,593.598993361392,-37.912279999999996,144.65653
3,2.0,2.0,525.0,-37.92798,144.9948
4,1.0,2.0,745.0,-37.8658,144.8155
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
4,2.0,2.0,1485.0,-37.8509,145.0856
3,2.0,1.0,654.0,-37.7829,145.16947
4,2.0,1.0,560.0,-37.67238,144.9975
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,2.0,454.0,-37.99443,145.0885
4,2.0,2.0,386.0,-37.972609999999996,145.01848999999999
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,2.0,1.0,440.0,-37.7517,144.8776
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,1.0,1.0,502.0,-37.7541,145.016
4,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,2.0,1.0,4292.0,-37.8078,144.9965
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
2,2.0,1.0,267.0,-37.9159,144.9933
3,1.0,1.0,652.0,-37.676390000000005,145.01843
3,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,4.0,789.0,-37.6912,144.9623
4,2.0,2.0,636.0,-37.8794,144.7412
3,2.0,2.0,751.0,-37.85883,145.06864
1,1.0,0.0,881.0,-37.8614,145.0222
2,1.624798167549097,1.7288453442535114,593.598993361392,-37.810634295599094,145.00185113165475
3,1.0,2.0,289.0,-37.9338,145.0226
