old,2
manager,1
Audio,2
King,2
when,7
called,4
Then,2
Media,1
Play,1
then,5
Hollywood,1
Video,1
ca,2
believe,1
aid,1
organization,1
would,5
find,2
ability,1
upsell,1
Packard,1
Bells,1
section,1
Femalien,1
resides,1
remotely,1
interesting,1
How,2
remainder,1
Watched,1
Fog,1
War,1
amazing,1
Errol,1
Morris,1
doc,1
Robert,1
McNamara,1
went,1
sleep,2
had,3
strange,1
dreams,1
involving,1
Holly,1
Hunter,1
pretty,3
obvious,1
great,2
learner,1
lessons,1
writing,1
umpteeth,1
first,3
blog,3
entry,1
life,3
Someone,1
somewhere,1
close,2
open,1
domain,1
expecting,1
handsome,1
video,2
game,2
Cratchit,1
digging,1
sand,1
trap,1
blogging,1
track,1
Cue,1
blood,1
squib,1
explosions,1
movement,1
Carmina,1
Burana,1
But,2
wait,3
man,2
baby,1
Things,1
different,3
swear,1
right,4
away,1
eventually,1
feeling,3
more,4
than,5
anxious,1
past,4
web,1
developer,1
sort,1
burned,1
'd,3
closer,1
Great,1
Goal,2
shooting,1
exactly,1
never,1
current,1
course,2
Web,1
development,2
sometimes,1
impression,1
field,1
driven,1
perfectionism,1
genuine,1
no,1
secret,1
spoken,1
--,3
joining,1
Peace,5
sitting,3
coffee,1
table,1
pen,2
filled,2
blanks,2
big,2
demand,1
brainpower,1
muster,1
after,1
8-something,1
hours,2
mind-numbing,1
promise,1
power,1
16+,1
pages,2
form,2
mail,2
next,3
week,6
even,1
fans,1
Chicago,1
able,3
hear,4
mother,3
cries,2
hears,1
reason,1
existing,1
reset,1
Dramatic,1
Anyway,1
My,4
forms,2
trickled,1
left,1
weekend,3
buck,1
cross-cultural,1
adaptation,1
struggling,1
What,1
significant,1
adapting,1
culture,1
You,4
three,1
month,2
stint,1
Europe,1
question,1
kind,1
easy,1
answer,1
does,2
tourism,1
turns,2
lend,1
itself,1
forcing,1
adapt,1
anything,2
other,2
washing,1
your,4
clothes,1
sink,1
wish,1
needed,1
wipe,1
butt,1
leaf,1
once,2
case,1
hence,1
PC,4
story,1
huge,1
envelope,1
sent,1
morning,1
education,1
addendum,2
filling,1
pathetic-looking,1
effort,1
IT,1
hand,1
five,1
long,2
Huzzah,1
rather,1
spend,1
two,2
front,1
computer,2
Whateverstan,1
limit,1
placement,1
opportunities,1
Now,2
nomination,1
On,1
'rents,1
told,2
met,1
recruiter,4
Their,1
did,5
explode,1
They,2
key,1
light,1
hair,1
fire,1
Still,1
Dad,1
mistake,1
stressed,1
importance,1
optimism,1
opposed,1
flipped-out,1
irrational,1
fatalism,1
DNC,1
Politics,1
Feh,1
take,1
politics,1
Dear,2
Republicans,1
George,1
W.,1
Bush,2
best,2
got,2
Are,2
fucking,2
serious,2
Democrats,1
John,1
Kerry,1
may,1
regular,1
Hey,1
gave,1
guys,1
vacation,1
Hope,1
enjoyed,1
Met,1
Friday,3
above,1
Kieran,1
Answered,1
bunch,2
types,1
interviewsm,1
fingerprinted,2
soon-to-be-generated,1
FBI,1
file,1
goes,1
backup,1
plan,1
becoming,1
jewel,1
thief,1
Managed,1
skirt,1
conversation,1
relating,1
visited,1
Actually,1
yet,1
started,2
thinking,1
seriously,1
gotten,1
loaded,1
anecdotes,1
Casualties,1
series,2
articles,1
ran,1
Dayton,1
Daily,1
News,3
Arguing,1
ruin,1
lunch,1
break,1
thereafter,1
Hoping,1
rest,1
paperwork,1
After,1
ready,1
invasive,1
medical,1
check-ups,1
Joy,1
weekends,1
argue,1
mornings,1
Something,1
social,1
circles,1
guess,2
insist,1
talk,1
future,1
excursion,1
rolls,2
eyes,2
throws,1
hands,1
air,1
Why,1
Perhaps,1
exaggerate,1
veritable,1
encyclopedia,1
horror,1
stories,1
travel,1
Did,2
Honduras,1
tortured,1
killed,1
couple,1
put,1
jail,1
wanted,1
$,1
"10,000",1
And,2
wife,1
appendicitis,1
Satan,1
arms,1
smuggled,1
border,1
stuffed,1
cocaine,1
Africa,1
apartheid,1
kill,1
white,1
[,1
],1
set,1
interview/be,1
also,1
wants,1
flesh,1
responses,1
altogether,1
happy,2
essays,1
Like,1
capacity,1
churning,1
semi-coherent,1
damaged,1
English,2
classes,3
More,1
often,1
come,1
sounding,1
damn,1
moron,1
always,1
sounded,1
recognize,1
moronitude,1
Setback,1
register,1
ESL,1
pre-training,1
full,1
OK.,1
August,1
wo,1
sit,1
tutor,1
until,1
sometime,1
September,1
Too,1
do-gooders,1
tell,2
Saturday,1
tried,1
Grand,1
Excursion,1
boats,1
rain,1
Plus,1
care,1
Jer,1
hooked,1
PSX,1
controllers,1
played,1
arcade,2
games,3
via,1
MAME,3
Of,1
Everyone,1
comes,1
remember,1
bad,2
drooled,1
Narc,1
Bad,1
Dudes,1
Terrible,1
terrible,1
Final,1
Fight,1
seems,1
decent,1
thankfully,1
shows,1
precious,1
quarters,1
wasted,1
Ahh,1
K-mart,1
playing,1
Altered,1
Beast,1
Time,1
Warriors,1
sat,1
While,1
watching,1
fireworks,2
9-11,2
nutshell,1
loved,1
ten,1
minutes,1
including,2
minimalist,1
title,1
sequence,1
eerie,1
handling,1
naked,1
contempt,1
G.W,2
palatable,1
merely,1
insinuated,1
less,1
he,2
refers,1
G.H.W,1
daddy,1
political,1
discourse,1
become,1
country,1
Bowling,1
Columbine,1
film,1
effective,1
read,1
arm,1
length,1
Many,1
facts,1
incorrect,1
things,2
infers,1
unfair,1
broader,1
strokes,1
such,1
our,1
cozy,1
relationship,1
Saudi,1
Arabia,1
increased,1
fear-mongering,1
media,1
invite,1
discussion,1
which,1
Wild,1
Dan,1
Nordquist,1
invited,1
post,1
new,1
urlLink,1
See,1
Got,1
pack,1
fingerprints,1
With,1
luck,1
scheduled,1
Not,1
terribly,1
motivated,1
outside,1
evening,1
dead,1
tired,1
truth,1
Spent,1
meeting,1
agenda,1
Big,1
Signed,1
Google,1
Alerts,1
keep,1
eye,1
Bleh,1
seem,1
eat,1
agrees,1
these,1
weeks,1
wonder,1
if,1
parasite,1
